layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer1.2.conv1,layer1.2.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer2.2.conv1,layer2.2.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer3.2.conv1,layer3.2.conv2,acc
2,5,6,6,3,3,6,7,3,3,5,3,8,4,2,8,7,8,2,3,88.74
5,3,3,7,2,4,2,5,3,7,5,3,6,8,7,8,6,3,8,5,89.58
7,3,3,4,5,6,7,8,5,8,6,7,4,3,2,2,8,3,7,8,89.38000000000001
2,2,6,4,8,4,7,2,7,3,8,3,4,4,7,6,8,3,7,5,88.88000000000001
3,8,4,4,7,3,3,6,7,8,7,5,5,4,7,3,7,8,6,5,90.38000000000001
6,2,8,6,4,3,6,4,5,7,3,4,7,4,6,8,4,2,4,5,90.02
7,7,4,8,6,8,6,3,4,4,5,4,3,3,7,8,5,8,5,5,90.22
5,6,6,6,3,5,6,6,6,5,3,4,5,5,2,6,6,3,6,3,89.60000000000001
2,2,2,6,3,6,3,8,4,2,7,2,8,3,7,3,6,2,7,8,85.92
7,8,3,4,4,5,3,2,7,6,5,4,8,2,8,3,2,7,2,4,89.08
7,6,3,5,8,2,2,8,5,8,3,4,3,8,8,8,8,4,3,6,90.32
6,5,5,6,6,7,5,2,5,2,5,2,3,8,6,5,3,7,3,8,88.92
2,6,4,8,3,6,6,6,8,8,2,6,5,6,5,6,6,6,2,2,89.60000000000001
5,6,4,4,3,6,2,6,8,5,2,5,6,5,5,6,8,8,3,4,89.92
4,8,4,2,4,7,3,2,6,6,6,7,5,3,6,4,5,7,3,5,89.7
3,8,2,3,5,7,3,5,5,8,6,5,6,2,8,2,2,8,7,8,88.96
7,8,2,8,5,4,6,2,6,8,7,4,3,2,4,7,4,3,6,6,88.2
7,6,5,7,8,6,6,3,3,4,4,7,8,4,3,2,6,6,6,7,89.14
5,4,2,8,4,4,3,8,5,4,3,7,3,6,2,6,7,6,2,3,88.28
3,4,6,8,2,5,3,3,5,6,5,7,2,2,5,7,6,3,6,2,89.38000000000001
3,4,5,8,7,4,4,7,2,7,4,3,5,2,2,6,7,5,8,2,89.08
2,7,3,3,5,3,7,7,4,7,5,6,7,5,7,7,6,7,6,2,89.4
2,5,3,3,5,6,4,2,5,7,3,4,8,6,2,3,3,2,5,3,88.48
6,8,8,4,6,2,8,6,3,5,5,4,6,4,3,5,2,6,3,5,89.66
6,4,3,3,7,6,8,2,2,7,3,5,3,2,5,7,2,7,5,2,88.66000000000001
8,4,4,3,7,2,8,8,4,6,4,5,3,5,3,2,7,2,4,7,89.08
7,8,8,5,3,5,7,5,5,5,4,2,2,4,7,8,3,2,3,2,89.02
2,7,6,8,3,2,8,2,7,8,4,3,7,5,2,8,6,5,5,3,89.42
6,5,6,6,4,7,6,2,8,5,4,7,3,8,4,6,4,2,3,6,90.56
5,2,6,2,7,6,2,8,4,4,7,8,8,8,3,2,7,2,6,8,89.16
6,6,2,6,6,8,3,6,5,3,7,7,7,6,8,6,3,8,4,5,89.46000000000001
7,2,5,6,7,8,8,7,4,5,6,4,3,7,2,8,6,2,4,7,89.08
8,4,7,3,4,6,3,2,8,5,7,8,5,8,2,7,7,5,6,5,90.46
3,3,8,2,3,3,3,2,4,7,8,3,2,6,8,5,4,2,5,6,88.82
8,8,4,5,8,7,2,6,7,3,7,7,4,7,5,2,6,4,3,4,89.94
6,5,6,3,3,7,5,7,4,2,2,6,8,2,7,5,2,7,8,7,88.78
2,8,5,3,7,3,2,7,2,5,6,7,7,4,3,7,8,4,2,4,88.12
3,3,7,6,6,5,3,5,4,7,3,7,2,5,5,8,3,6,8,7,89.02
5,2,2,6,6,2,3,4,6,4,6,2,8,8,8,2,4,5,2,4,88.24
7,6,6,7,3,3,6,7,4,4,3,5,5,5,6,3,8,8,7,2,90.14
2,4,2,2,7,7,5,2,8,7,2,7,3,3,4,8,3,8,7,2,87.2
4,8,8,2,5,4,6,6,4,2,5,6,7,8,4,7,7,3,2,7,88.38000000000001
4,5,5,6,4,6,2,6,7,4,2,6,2,5,8,8,7,3,6,7,89.2
6,7,7,7,4,7,5,4,8,6,2,4,3,4,3,4,8,4,7,8,90.08
4,5,5,2,4,3,2,3,7,4,4,4,3,8,6,8,6,4,8,8,90.4
8,7,3,6,7,2,2,8,6,8,2,6,2,2,8,6,3,5,8,7,88.58
5,6,8,7,7,8,2,5,2,2,4,6,4,6,7,7,3,5,4,8,89.36
3,6,7,3,8,6,6,7,3,5,5,8,2,6,7,4,4,4,3,5,90.82000000000001
2,2,3,5,5,2,4,4,7,7,3,2,3,3,2,7,5,5,2,5,86.78
8,8,3,7,2,8,5,8,3,3,5,6,2,8,6,3,8,7,7,8,89.78
7,8,3,6,7,3,8,8,7,8,6,8,4,6,6,3,4,6,7,3,90.68
2,5,5,7,4,2,2,6,6,3,4,5,7,4,8,6,8,6,8,4,89.56
2,3,6,5,6,5,6,2,3,7,5,2,2,4,2,7,6,8,2,8,87.42
5,4,4,4,6,8,8,5,2,2,7,8,6,7,2,4,6,4,2,6,89.75999999999999
8,7,5,4,5,3,7,7,3,7,5,3,4,7,8,8,8,6,2,4,90.42
5,3,6,3,4,6,3,8,8,3,3,3,4,8,5,5,7,4,5,4,89.26
7,8,6,8,3,3,3,8,7,8,2,3,8,5,2,2,7,4,2,4,89.88000000000001
3,8,3,8,2,5,7,7,7,4,5,7,7,4,6,2,6,4,4,4,89.48
8,7,6,3,6,8,2,7,7,4,3,2,5,4,2,5,6,6,2,4,89.44
5,5,6,6,5,8,6,2,5,2,5,3,3,3,6,3,4,4,3,6,88.82
3,5,3,3,3,3,3,8,6,7,2,7,6,6,5,2,4,6,6,5,88.78
4,2,6,6,4,5,3,4,6,7,3,4,6,5,5,3,5,2,7,8,88.68
6,3,5,5,5,7,6,5,7,6,3,7,2,3,7,3,7,6,5,6,90.14
2,8,7,8,8,8,3,2,8,7,5,4,7,3,7,7,7,3,6,3,89.5
4,8,4,7,4,5,3,5,2,2,4,7,2,6,7,8,4,2,4,3,89.64
4,5,4,7,6,6,3,3,5,5,5,5,4,2,4,4,8,3,4,3,90.24
8,3,3,3,3,6,7,3,6,5,5,2,6,8,4,2,5,3,7,2,89.68
5,3,6,8,3,3,4,3,3,3,5,7,2,7,8,5,6,3,4,5,90.75999999999999
4,7,5,8,3,6,4,5,7,6,6,4,7,4,7,3,4,2,8,6,90.24
3,2,2,7,8,2,7,7,5,2,7,6,2,7,8,4,8,4,4,5,88.92
2,4,8,2,4,5,8,7,7,4,5,8,6,7,7,8,7,7,7,5,89.98
8,5,2,5,3,3,6,6,8,8,2,3,5,4,5,4,5,8,8,6,88.9
5,4,3,6,8,3,2,5,5,6,5,4,5,4,3,2,4,5,6,2,89.48
7,4,4,2,6,4,3,5,2,8,8,4,7,5,6,3,2,8,6,8,88.88000000000001
7,8,5,3,4,3,7,8,5,6,3,5,3,8,4,8,5,7,6,3,91.08000000000001
5,4,8,8,8,7,8,8,5,4,4,3,6,6,7,4,4,3,4,3,91.42
2,2,6,7,2,6,3,4,3,4,8,7,3,2,3,6,6,8,8,5,88.8
3,8,6,3,2,5,6,3,4,6,6,6,8,7,7,6,2,6,2,6,88.7
4,6,8,7,8,8,2,5,3,5,2,6,6,5,6,7,2,7,2,5,89.24
5,8,5,8,4,2,2,6,8,7,6,6,6,3,8,2,7,3,8,4,88.8
3,8,6,2,8,7,2,7,5,6,5,8,8,7,2,7,8,8,7,5,88.86
4,6,7,8,8,8,4,8,2,7,3,2,3,5,2,2,3,4,6,8,87.9
6,4,4,7,6,4,3,7,3,6,7,7,8,8,4,5,4,8,4,8,90.60000000000001
5,3,3,3,4,5,2,8,2,6,5,7,4,2,3,3,4,5,8,3,89.08
6,7,5,7,4,6,2,8,2,2,7,5,2,5,6,4,8,6,2,5,89.60000000000001
2,5,2,4,4,5,4,6,2,2,7,8,7,4,6,2,4,4,8,4,88.02
3,6,6,5,8,5,3,3,3,4,2,4,7,7,4,2,5,2,3,8,88.94
4,7,7,8,5,6,6,5,8,7,4,6,2,7,5,3,4,8,2,2,90.4
8,2,8,3,3,7,5,4,5,2,8,5,7,4,4,8,4,8,5,2,90.18
3,6,5,5,8,8,8,3,3,6,7,5,7,5,7,8,7,4,3,6,90.22
4,7,5,8,3,6,3,7,7,6,2,6,4,5,5,4,8,8,6,3,90.48
7,5,5,4,5,6,4,7,6,4,2,2,4,7,4,3,4,4,5,7,89.84
2,2,5,5,8,8,7,7,2,8,7,2,4,2,3,4,5,6,7,5,87.74
5,7,6,6,7,8,7,2,6,7,7,3,4,8,8,7,6,8,6,5,90.66
2,6,7,6,3,5,5,5,3,6,2,6,3,2,8,2,5,5,7,2,89.12
3,2,8,8,4,8,3,6,2,6,3,4,6,7,4,4,5,5,6,7,89.5
8,7,8,6,2,5,5,4,3,6,3,8,7,6,3,2,4,6,4,2,90.0
6,3,8,7,5,4,6,3,2,4,3,7,3,6,6,4,8,8,4,5,89.18
2,2,6,4,2,5,5,4,8,5,4,6,2,8,2,6,3,7,5,8,88.03999999999999
8,8,3,5,3,7,5,3,7,3,2,4,5,5,4,5,4,6,7,4,89.9
5,8,7,3,5,8,8,8,6,2,6,7,5,6,2,4,2,6,8,4,88.98
8,3,8,3,2,7,5,5,5,7,5,4,2,8,6,5,7,2,4,6,88.28
7,2,2,2,3,8,2,5,8,4,8,3,6,4,8,3,2,5,3,5,87.42
5,4,6,2,2,6,7,5,8,8,3,6,2,6,6,2,5,7,7,8,89.12
3,2,4,7,8,3,4,5,6,6,6,3,5,8,2,2,8,3,6,6,89.24
3,2,3,8,5,5,5,5,2,5,6,4,4,2,8,5,5,4,5,8,88.62
8,8,8,5,7,8,7,8,7,8,3,5,8,3,2,5,6,6,6,5,89.7
5,5,6,7,4,2,8,5,4,8,8,8,5,6,3,6,2,5,8,4,90.2
5,3,5,6,8,6,3,7,5,7,2,3,4,6,4,3,7,3,5,5,89.36
2,7,7,7,6,8,4,8,4,4,5,2,3,5,7,7,4,7,2,8,89.34
5,8,3,8,7,6,2,7,8,2,8,8,8,4,7,3,3,8,2,2,89.16
4,7,5,5,3,5,7,7,8,3,6,3,7,6,6,6,2,8,2,7,89.28
2,4,4,6,7,4,8,5,5,4,8,3,6,6,2,4,8,6,8,6,88.98
6,3,4,2,2,3,7,4,5,7,6,7,2,8,8,8,3,5,7,7,89.52
6,8,5,8,2,3,2,8,3,5,6,7,5,5,4,2,4,5,5,5,89.64
5,2,4,8,3,5,8,8,7,7,7,3,5,8,4,8,7,4,8,3,90.78
7,2,8,2,6,3,2,3,5,8,8,8,7,3,3,8,7,8,5,8,89.0
6,7,2,5,6,5,3,6,5,6,6,8,3,8,5,3,4,8,3,6,89.60000000000001
4,2,5,7,4,6,6,7,3,8,2,7,7,4,5,4,2,5,4,5,88.78
5,6,3,7,8,8,7,7,6,8,8,5,6,3,2,5,7,7,6,7,90.02
3,3,2,3,8,6,8,4,2,6,8,4,7,5,6,5,8,5,7,3,87.44000000000001
8,4,8,2,5,7,6,2,4,6,4,4,8,3,6,2,2,2,8,4,88.74
3,3,6,4,7,7,3,6,5,3,4,6,8,2,6,4,7,3,6,4,89.58
5,2,2,4,5,6,2,8,7,3,2,5,2,5,5,5,4,6,5,3,88.84
5,6,2,5,8,6,6,7,2,4,6,4,4,2,3,4,4,5,5,4,87.6
5,3,4,8,8,7,7,7,6,8,4,5,7,2,6,8,2,2,6,2,89.42
8,7,8,7,5,4,4,5,6,8,2,2,6,5,7,8,6,2,5,2,90.10000000000001
7,8,4,2,3,3,5,8,8,6,4,7,3,7,2,8,3,8,4,3,89.38000000000001
2,6,2,3,2,7,8,5,4,4,6,6,4,4,2,5,2,2,2,2,87.28
6,5,4,7,2,3,8,4,8,7,8,2,3,2,3,4,5,2,7,2,89.66
2,2,7,7,3,6,8,3,2,2,6,3,6,7,3,8,4,6,4,4,87.22
3,8,6,5,2,5,8,8,2,8,5,3,8,7,8,6,8,5,7,7,89.84
3,3,5,7,5,5,7,7,7,7,3,5,4,2,8,3,4,5,6,2,89.52
6,7,4,4,2,2,3,4,8,6,8,6,2,6,8,8,8,3,6,3,88.32
2,5,6,7,4,3,2,4,7,7,5,4,3,6,7,7,4,2,6,5,87.83999999999999
4,3,8,2,8,4,3,5,5,5,3,4,3,2,2,8,6,3,7,6,88.6
8,2,8,6,3,8,7,4,5,8,8,8,7,3,3,8,5,5,5,6,90.0
8,2,4,2,6,4,4,8,4,6,2,6,2,7,8,3,7,2,4,6,89.64
5,8,5,5,6,2,6,5,4,4,6,2,2,5,4,2,8,5,3,5,89.14
2,7,8,4,4,2,4,5,5,2,4,5,6,5,8,6,3,4,5,3,88.46000000000001
2,5,2,5,6,3,2,4,6,3,2,4,6,7,2,7,3,8,2,3,85.96000000000001
4,8,5,8,2,3,8,4,8,2,4,4,8,7,3,7,7,3,4,4,88.92
4,5,4,6,8,6,2,4,4,3,3,6,8,6,4,3,3,2,5,6,89.64
8,5,4,3,7,4,4,6,3,4,5,7,7,2,6,7,6,2,6,5,89.78
6,7,2,2,5,6,7,3,5,3,7,4,8,7,5,5,3,4,5,3,89.62
2,2,2,4,3,7,2,3,4,4,7,6,6,5,2,8,5,2,6,8,87.66000000000001
3,7,7,7,8,3,2,6,7,6,5,8,5,2,5,8,6,2,6,4,88.96
4,4,4,4,7,2,3,8,7,5,5,6,7,6,8,8,6,6,7,7,90.22
4,6,2,2,4,2,4,3,6,6,6,5,5,3,5,5,8,8,5,4,89.46000000000001
3,8,7,7,2,6,2,3,4,5,2,2,3,3,5,6,4,3,7,6,88.66000000000001
4,3,4,6,3,6,4,5,6,6,7,8,6,8,2,8,6,7,4,6,90.0
2,7,6,4,6,4,3,8,2,8,7,3,6,7,4,6,5,7,6,3,90.03999999999999
6,3,4,8,8,2,5,2,6,5,8,3,8,7,4,6,2,4,6,7,89.2
7,6,6,8,3,2,7,5,2,6,6,7,2,3,7,6,7,3,3,7,90.22
7,5,6,8,5,3,6,6,8,2,2,8,5,2,5,2,8,5,7,5,89.60000000000001
3,5,7,3,3,5,5,5,4,8,8,2,6,6,4,3,7,3,3,6,89.22
4,8,4,3,8,2,4,7,8,5,6,2,6,4,6,6,3,5,4,2,89.52
8,2,7,8,6,6,2,4,2,8,7,4,5,3,2,2,8,4,6,7,88.4
8,2,7,2,7,3,4,3,5,3,7,4,7,3,8,6,4,3,4,3,89.46000000000001
8,4,2,8,7,3,4,3,8,7,5,6,7,2,5,8,8,2,2,7,88.48
2,4,3,4,2,2,5,2,4,5,3,4,6,5,2,2,2,7,8,7,86.08
6,4,5,5,5,6,7,2,7,3,2,7,2,4,2,2,6,4,6,8,87.88
8,5,8,7,8,8,2,7,8,7,2,2,5,6,3,2,3,2,3,2,88.96
3,2,3,3,6,6,6,6,7,8,2,7,6,3,3,4,8,6,5,3,89.3
3,7,6,2,6,3,3,8,6,4,8,4,2,4,7,4,3,2,2,6,89.18
7,5,5,8,6,2,4,3,2,5,4,2,3,5,5,5,7,5,4,8,90.34
3,4,7,6,7,3,2,5,8,5,4,2,8,6,6,4,7,5,3,5,90.2
4,4,5,8,8,5,8,8,8,5,5,4,2,8,8,6,6,3,5,8,91.03999999999999
7,6,8,8,5,3,7,4,6,5,6,5,5,3,6,4,4,2,8,6,90.62
5,2,5,6,3,7,3,2,2,7,4,2,8,5,6,5,4,8,7,3,88.88000000000001
6,2,3,8,3,2,2,2,2,7,5,2,8,6,3,3,7,6,2,3,88.06
5,7,6,5,8,2,7,5,7,4,4,2,5,2,7,6,6,2,8,4,89.88000000000001
2,8,3,3,3,6,8,5,3,5,7,7,4,4,5,7,6,4,3,7,90.28
3,4,4,3,3,8,3,2,5,8,6,6,3,5,6,4,5,5,8,6,89.1
4,3,6,4,3,4,3,8,7,5,4,6,3,7,5,8,6,7,3,7,90.88000000000001
6,2,8,2,5,8,3,4,2,6,4,8,4,4,3,4,5,2,8,2,87.98
3,4,8,3,5,5,8,3,8,3,5,7,3,6,8,4,3,2,7,7,89.62
2,3,4,5,8,8,8,6,5,2,5,5,7,8,5,5,6,7,3,7,89.94
2,5,4,7,3,6,6,3,4,4,4,5,2,3,8,3,6,6,3,3,88.82
8,3,8,5,4,5,7,8,8,2,5,2,6,7,2,5,2,4,8,7,89.0
7,6,7,3,6,8,2,5,6,3,3,8,4,2,2,7,4,8,6,6,88.64
3,6,5,4,2,4,6,2,6,5,8,4,7,8,8,3,3,2,2,5,90.12
6,5,5,4,8,3,3,2,4,2,5,8,7,6,3,4,8,2,2,3,89.9
7,5,4,3,4,8,2,5,2,2,6,2,6,4,5,4,3,2,5,8,87.78
4,3,2,6,6,7,7,7,5,3,7,3,2,8,3,4,4,2,4,6,88.9
4,2,5,6,3,7,7,7,5,4,7,3,8,5,4,4,6,8,5,2,89.18
2,3,2,7,5,5,8,6,6,4,2,2,5,2,8,3,7,6,5,3,88.18
2,7,5,4,2,6,8,3,3,5,4,5,6,7,4,6,4,2,7,4,88.52
2,6,5,5,5,7,4,7,8,6,5,6,8,5,5,6,5,6,7,7,90.14
8,5,7,6,3,6,6,3,8,8,8,7,8,4,7,2,2,8,7,8,89.5
3,2,7,6,3,2,6,3,3,4,5,3,6,8,3,2,5,5,5,3,89.14
7,4,2,6,7,5,7,5,8,5,8,7,3,4,8,7,5,2,7,5,89.32
6,7,2,4,8,5,8,2,6,2,4,8,6,3,5,6,8,8,8,6,88.6
5,4,2,3,8,4,6,6,2,6,8,7,7,5,7,7,8,7,7,4,90.08
2,8,6,7,8,5,5,2,4,4,7,6,7,3,3,3,3,2,6,5,89.74
4,3,5,3,3,8,8,3,5,6,8,5,7,7,7,8,8,5,6,3,90.48
6,7,7,3,7,4,6,7,6,5,4,4,8,8,8,3,3,6,8,8,91.06
2,7,4,6,2,7,4,4,4,7,5,3,2,2,4,8,7,3,6,5,88.38000000000001
2,7,6,8,7,8,8,3,6,2,6,4,4,6,3,2,4,3,3,2,89.0
2,5,3,8,6,8,4,3,2,8,5,5,5,2,6,8,4,4,3,5,89.4
4,6,2,7,2,6,5,6,3,3,2,4,4,4,4,5,5,2,2,4,87.78
4,6,2,4,6,8,8,5,5,8,3,7,8,4,5,6,5,8,4,8,89.9
8,4,8,7,2,4,2,3,6,2,7,5,8,6,5,8,5,7,5,4,90.16
5,5,6,8,7,5,2,4,4,6,7,7,5,6,4,3,8,5,3,4,89.42
7,7,4,7,7,5,3,4,8,3,2,7,3,5,7,5,7,6,2,2,88.8
6,8,3,3,6,4,2,4,8,5,3,8,8,4,3,8,5,6,3,6,89.58
4,2,7,5,8,5,2,3,4,3,6,7,6,4,4,3,5,7,6,3,89.4
4,2,2,7,4,2,7,8,8,2,6,3,7,6,4,6,7,8,8,8,88.5
4,3,2,6,2,2,3,5,6,2,5,5,8,4,4,5,6,7,8,8,89.28
5,4,8,4,4,8,8,8,5,8,8,8,5,7,4,5,4,5,7,2,91.25999999999999
4,8,6,7,3,5,5,4,4,5,7,2,8,8,3,3,2,2,4,6,89.22
2,6,2,4,2,8,2,7,6,2,4,3,7,3,5,6,4,5,7,7,87.6
7,6,4,5,3,3,5,8,6,6,3,2,7,4,6,4,8,3,7,7,89.82
4,8,3,3,2,6,7,8,4,6,5,4,3,4,5,2,4,2,8,2,88.98
6,2,8,7,5,6,7,3,3,8,8,7,3,8,7,4,5,4,8,4,90.08
8,5,2,7,5,6,5,8,3,3,2,8,5,2,3,2,7,8,2,4,88.1
3,6,8,6,5,5,6,7,4,8,5,5,3,4,7,3,6,3,8,7,89.72
3,5,7,5,3,2,7,3,8,3,2,8,3,4,8,7,8,5,6,8,90.86
3,6,6,4,3,2,4,8,4,4,6,4,4,3,3,6,5,6,7,4,90.02
8,7,6,7,8,5,3,4,5,2,3,6,8,5,6,5,8,3,7,4,89.53999999999999
6,3,2,5,4,7,4,5,2,7,6,2,7,6,2,6,4,7,5,7,87.36
7,3,8,2,3,7,8,5,3,7,8,5,2,5,3,7,7,7,6,5,89.84
6,2,5,2,6,2,6,3,5,4,6,5,2,6,8,4,2,6,5,2,88.36
8,4,6,5,6,2,7,4,8,7,8,8,2,2,4,6,8,4,7,6,89.94
4,3,5,3,4,8,2,2,3,6,7,6,5,7,4,8,3,6,2,7,89.08
6,7,5,8,7,3,8,4,3,7,3,2,5,2,3,6,5,8,4,8,89.96
7,4,5,8,2,8,2,7,3,7,6,2,4,6,3,5,4,6,5,3,89.92
2,4,8,5,5,7,5,5,6,3,2,8,8,2,4,7,8,3,7,4,90.22
5,4,2,8,8,2,3,3,3,7,8,7,6,5,5,8,2,5,8,7,88.9
6,6,4,7,2,3,2,4,5,2,5,2,6,8,2,6,5,7,5,8,88.14
4,8,6,3,3,8,6,5,3,6,6,3,7,3,2,6,5,5,3,7,89.7
7,8,4,5,6,8,6,7,3,7,2,5,8,6,2,5,2,8,8,5,88.6
2,2,2,8,2,8,2,5,3,4,4,4,3,6,7,3,7,2,8,5,88.53999999999999
5,8,4,7,8,6,2,4,6,7,4,3,5,4,2,4,5,3,7,2,88.72
2,3,2,6,2,5,3,6,6,3,4,4,8,8,7,5,8,8,5,6,87.96000000000001
3,6,3,2,5,2,4,5,3,7,7,6,7,6,6,3,7,6,7,3,88.88000000000001
8,4,4,5,6,7,2,7,8,6,3,5,2,3,6,2,4,7,4,5,88.96
8,6,8,7,6,8,8,3,6,3,2,3,3,2,7,6,3,2,4,8,89.42
5,5,8,4,5,3,6,4,3,2,5,4,7,5,6,6,2,5,6,7,89.38000000000001
4,5,3,8,5,6,8,3,2,2,2,6,7,6,6,7,7,8,5,8,89.32
5,7,4,4,2,3,4,6,7,8,4,7,8,2,3,3,6,2,4,5,89.42
4,2,3,8,3,8,7,7,6,2,6,7,6,7,5,3,6,2,3,2,89.66
3,4,2,5,4,7,4,8,4,5,4,8,3,3,2,6,8,2,5,8,88.08
2,7,5,2,8,2,3,6,8,3,6,2,6,8,3,6,6,5,7,2,88.98
8,2,5,7,3,3,6,3,5,2,8,4,2,4,8,8,6,7,6,5,88.22
5,5,3,8,6,3,3,6,2,6,2,6,6,6,6,4,6,7,6,8,88.96
4,4,5,7,4,5,7,5,7,8,5,5,4,8,5,4,3,2,2,8,90.32
7,2,4,7,5,5,8,2,8,3,2,6,4,2,7,7,6,2,3,7,88.32
5,3,7,5,5,8,3,5,7,7,6,7,7,6,6,5,8,4,8,2,89.96
5,3,5,5,2,2,4,6,4,4,3,4,4,2,6,4,2,4,6,7,89.36
5,2,3,7,3,2,2,7,3,3,4,5,3,8,7,2,3,3,6,7,88.44
4,6,3,5,7,6,4,2,8,7,6,8,8,4,8,8,4,8,5,4,90.12
2,4,6,7,6,2,8,4,4,4,6,2,2,3,2,4,5,7,4,3,89.16
5,7,5,6,5,5,4,6,3,5,7,2,8,5,6,2,4,2,6,3,89.84
6,5,5,3,7,5,5,2,5,4,4,3,6,8,2,4,2,5,8,5,87.74
8,8,4,3,7,7,3,7,8,7,3,7,2,3,4,4,5,3,3,5,90.48
5,4,7,2,7,7,4,6,3,2,3,7,7,8,5,2,6,4,6,4,89.9
5,5,5,4,8,2,7,2,7,8,6,7,2,3,6,5,3,7,2,4,90.10000000000001
4,2,8,6,2,7,7,7,8,5,3,6,3,5,2,2,6,3,4,6,88.72
3,3,7,8,6,6,8,8,2,5,4,6,3,5,3,3,3,6,3,3,89.44
2,5,3,4,2,3,3,7,8,2,6,5,7,5,3,3,6,8,5,3,89.26
5,5,7,2,7,3,7,7,3,3,3,7,6,4,3,8,3,3,2,6,89.52
6,2,5,3,3,3,5,5,4,7,6,6,2,6,2,8,4,6,7,3,89.7
4,3,3,7,3,3,8,2,3,8,6,2,2,6,6,5,2,7,7,3,88.82
3,8,7,3,5,8,6,6,6,6,4,6,7,5,5,2,6,4,2,8,90.16
5,3,8,2,8,7,6,6,5,7,6,6,2,2,8,3,6,8,7,8,90.03999999999999
5,4,6,5,5,8,8,6,4,4,6,5,3,5,2,4,3,4,5,3,90.08
5,6,8,6,5,5,4,4,8,5,3,8,4,3,7,6,7,8,6,8,91.17999999999999
7,8,6,5,3,5,2,4,7,4,4,6,8,7,3,2,2,8,5,7,88.52
5,5,5,6,3,6,4,8,2,5,8,8,7,2,5,5,7,7,7,5,89.58
8,4,3,8,5,4,5,5,6,2,4,6,7,5,4,3,6,3,5,8,89.52
3,7,2,3,3,5,5,3,4,3,8,4,8,5,7,6,2,3,2,3,88.78
3,6,3,5,5,8,5,3,8,7,4,5,2,8,6,3,8,8,5,7,90.12
2,4,2,6,7,3,8,3,4,7,3,6,4,5,3,2,6,7,2,8,87.68
4,8,7,2,8,8,6,5,7,6,5,3,5,4,7,4,4,7,6,5,90.64
3,3,6,7,5,8,8,7,2,3,5,7,5,5,2,3,6,4,6,7,89.44
6,7,7,8,3,5,4,2,6,3,6,7,6,6,4,2,4,2,5,2,89.18
8,6,6,6,3,7,2,2,8,5,6,8,8,7,4,4,7,6,7,6,89.84
6,2,5,4,2,8,4,8,6,4,3,3,3,8,3,5,3,3,7,8,89.32
6,6,7,7,2,8,3,7,8,8,6,5,4,5,6,7,3,8,4,4,91.44
5,8,2,5,7,8,3,8,4,8,3,3,6,3,7,7,3,6,8,7,89.34
5,6,8,5,3,2,8,4,5,6,6,2,8,7,7,7,3,6,3,2,89.48
7,5,5,2,5,3,3,8,6,5,6,6,3,7,7,3,7,2,6,4,89.78
8,7,6,2,8,8,7,4,6,3,5,8,3,4,5,5,6,2,4,6,89.44
3,7,7,4,3,8,7,2,5,3,2,3,5,8,4,5,6,2,2,4,89.22
2,7,7,6,7,8,2,2,3,8,3,7,5,2,5,2,4,6,4,7,88.62
5,2,5,3,6,4,8,6,7,5,7,4,2,7,6,3,3,6,2,4,89.60000000000001
5,8,7,5,4,5,4,4,7,4,6,2,5,8,6,8,8,4,4,2,90.02
8,4,6,5,7,8,3,4,4,6,3,5,5,3,5,4,8,2,8,7,88.92
3,2,3,6,7,5,7,3,4,7,5,5,8,6,4,8,2,3,2,6,89.52
7,8,5,4,4,6,6,6,4,4,5,3,7,8,7,8,8,2,5,4,89.82
4,8,4,8,8,7,3,7,6,8,6,2,7,5,8,6,4,2,7,7,90.38000000000001
6,8,7,5,7,4,5,2,3,8,3,7,2,3,5,2,2,4,6,3,88.68
6,6,2,5,5,7,5,7,4,6,7,4,4,6,4,2,7,4,5,6,89.18
2,6,3,7,4,7,3,7,7,2,3,3,2,3,3,3,4,2,2,2,88.6
4,3,7,6,6,2,8,3,4,2,5,2,4,2,3,2,2,4,5,5,87.76
6,7,5,3,8,6,2,2,6,7,6,2,4,8,5,5,5,3,5,2,88.88000000000001
6,7,6,7,8,2,5,5,3,4,5,2,5,8,4,4,7,4,2,3,89.66
3,7,7,3,2,5,6,4,4,2,5,7,7,7,3,6,2,2,8,6,88.55999999999999
6,4,3,7,5,4,6,2,4,7,5,6,5,3,5,3,6,4,6,2,89.94
6,7,7,2,6,7,4,3,7,6,5,7,4,2,3,4,2,7,8,6,89.16
7,3,8,7,3,2,2,8,8,2,2,7,2,2,2,4,8,6,6,7,88.12
5,6,4,3,3,8,6,2,3,3,3,8,6,2,5,6,3,2,8,7,88.12
7,4,7,5,5,3,2,4,8,8,3,2,6,5,3,8,2,2,8,3,88.26
5,4,6,7,8,4,5,6,2,2,8,5,6,4,5,8,6,6,6,3,90.52
6,4,3,8,6,6,8,3,3,3,6,7,5,2,7,3,8,4,5,7,90.84
6,2,8,6,3,6,2,6,2,5,7,7,4,8,8,3,3,6,5,2,89.08
3,2,4,3,6,7,7,2,7,3,5,4,8,4,5,6,5,3,3,5,89.52
5,8,5,6,3,5,8,6,7,6,7,7,6,4,5,6,8,4,7,5,90.86
