layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer1.2.conv1,layer1.2.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer2.2.conv1,layer2.2.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer3.2.conv1,layer3.2.conv2,acc
3,3,3,4,6,4,3,3,5,4,8,6,5,3,4,3,5,8,5,4,89.68
8,6,8,5,6,6,3,3,6,5,5,8,8,8,4,4,4,3,6,3,90.28
3,4,5,6,5,6,8,8,3,6,5,3,3,4,6,8,5,5,8,5,90.06
8,4,6,5,3,4,3,3,4,3,4,8,5,6,6,5,5,5,8,5,90.74
6,5,6,8,3,4,8,5,6,4,3,6,6,3,8,8,5,8,5,8,90.16
8,5,3,4,5,6,6,6,3,5,4,5,3,5,5,3,3,3,6,8,90.34
8,8,6,6,5,4,8,5,8,5,5,8,6,5,6,5,3,4,4,3,91.38
6,5,6,8,6,6,6,8,6,5,8,4,5,4,4,3,6,4,3,8,90.94
3,4,5,3,6,3,8,8,5,4,6,4,3,3,3,5,4,4,4,3,90.34
6,5,5,3,3,8,3,6,6,4,8,5,4,4,3,5,8,3,5,3,90.18
3,8,4,4,4,5,3,4,6,3,8,6,4,4,4,4,3,8,4,5,89.38000000000001
3,3,3,4,5,5,6,8,3,3,8,5,5,5,4,3,6,6,8,5,90.3
3,3,6,6,3,3,4,4,5,3,5,8,8,8,3,4,8,5,4,6,90.22
5,3,6,6,6,4,4,3,3,8,5,5,5,3,4,5,5,8,8,8,90.84
8,4,3,3,4,6,6,8,3,8,8,6,3,8,4,6,4,5,3,4,90.52
8,8,6,4,6,4,3,6,3,4,6,4,3,6,8,6,3,6,5,3,89.38000000000001
5,5,6,8,3,6,6,3,5,8,8,3,8,6,4,4,3,6,3,8,90.48
4,3,4,6,8,4,5,6,4,3,6,6,5,8,3,5,8,5,6,5,91.17999999999999
8,5,4,8,8,3,8,3,6,3,6,4,4,5,3,5,4,6,3,8,89.62
6,8,6,4,5,8,8,4,3,3,5,4,8,3,6,6,6,5,8,8,90.32
8,5,4,5,4,6,4,6,8,4,4,8,8,6,5,4,4,3,4,8,89.86
5,5,6,5,5,8,6,8,8,6,4,3,8,8,8,8,4,3,8,4,90.96
3,3,5,3,8,3,6,6,8,6,4,4,5,5,3,5,4,8,8,6,89.64
3,8,4,5,5,5,5,6,3,8,8,5,4,4,8,6,3,6,8,3,90.0
3,5,3,3,3,4,5,5,3,8,6,4,6,3,5,4,3,4,3,3,90.10000000000001
5,6,8,6,8,8,5,3,8,4,3,3,4,6,4,3,6,3,3,4,90.22
3,3,5,4,8,4,8,3,4,3,4,4,3,4,3,3,4,8,6,3,89.36
5,5,4,5,3,8,4,4,4,6,4,8,3,4,3,3,8,8,4,8,90.44
8,4,6,4,8,4,5,3,4,8,6,5,3,8,5,4,6,3,6,3,89.96
8,6,3,8,3,4,6,8,3,4,5,6,8,6,3,5,6,6,3,4,91.06
8,4,6,8,4,8,5,6,4,4,5,3,6,3,8,8,3,4,8,3,90.08
4,6,5,3,6,4,8,4,6,4,8,5,4,8,5,6,3,6,3,4,89.92
3,4,6,4,6,4,5,3,6,4,3,6,4,8,5,6,5,8,4,3,90.18
6,3,5,3,8,3,5,8,5,8,4,6,6,5,3,6,8,6,8,4,90.74
5,8,5,4,3,5,8,6,5,6,6,3,3,8,4,4,4,3,6,5,90.5
5,4,6,4,6,6,6,5,5,4,8,5,6,5,8,3,5,8,4,4,90.94
5,3,8,8,6,6,3,4,8,5,5,6,6,5,3,3,8,8,8,4,90.74
4,5,5,3,3,5,3,4,5,4,3,8,3,4,4,3,4,4,3,5,89.72
6,4,4,8,8,8,3,4,8,5,3,5,8,4,8,5,8,6,6,4,90.66
4,5,8,6,6,5,5,5,4,6,8,4,3,6,8,3,3,3,8,3,90.86
8,5,6,4,6,8,5,8,3,6,3,3,5,5,4,6,3,6,8,5,91.06
8,6,3,5,5,8,6,5,4,6,6,6,4,6,6,4,3,5,6,8,89.9
5,4,3,8,4,5,8,3,4,3,5,8,6,6,8,5,8,6,3,8,89.84
6,3,5,3,8,4,5,5,6,8,3,6,6,4,6,4,5,4,5,5,90.97999999999999
8,3,5,4,3,8,6,6,8,8,5,6,6,4,3,8,8,3,4,3,90.5
8,4,4,8,5,3,6,5,8,8,6,4,3,6,8,3,8,4,5,8,90.06
6,8,5,5,8,6,6,6,6,3,3,3,4,8,3,4,8,8,5,3,90.48
8,3,4,8,4,4,8,8,5,8,3,4,6,5,4,4,6,5,6,8,90.86
8,5,3,6,5,4,5,3,8,5,3,6,8,5,6,8,4,3,5,4,90.42
5,4,3,6,8,3,3,6,3,5,5,5,5,4,3,6,4,8,4,3,89.32
4,6,4,6,8,3,3,8,6,6,4,6,4,6,4,4,6,3,6,6,90.16
8,6,5,6,6,8,6,8,8,6,4,3,5,5,4,4,8,6,4,8,90.25999999999999
4,5,4,8,8,5,8,6,5,3,3,6,6,4,6,5,4,3,4,6,90.16
5,8,4,8,3,4,4,8,5,5,4,3,8,4,8,4,6,8,5,3,90.28
3,5,8,5,5,5,8,8,4,3,8,5,3,3,3,8,3,4,3,5,89.96
4,4,5,8,5,4,6,3,5,4,3,6,3,3,8,4,4,4,6,3,89.96
8,5,6,8,6,3,5,4,3,6,5,5,3,5,5,5,3,6,5,5,90.9
6,4,6,3,3,8,3,6,4,3,6,3,4,6,4,4,6,3,6,3,90.44
8,3,4,8,6,5,6,6,5,5,4,5,6,3,3,4,6,8,5,3,90.24
6,6,4,8,8,6,4,3,4,3,3,3,5,3,4,8,6,6,6,5,90.16
8,3,5,3,6,6,4,8,4,6,6,5,3,8,3,8,4,4,5,3,90.3
8,5,4,3,3,6,6,3,6,5,6,8,8,4,5,3,3,5,6,4,89.66
6,5,4,8,4,8,3,8,8,6,4,5,4,8,5,3,5,6,5,8,90.7
3,3,4,6,5,8,3,6,3,6,5,5,6,4,3,4,3,8,6,6,90.0
4,6,6,8,4,4,3,5,8,4,4,4,5,6,6,6,6,3,8,5,90.44
3,8,4,4,6,3,6,5,4,5,4,3,5,3,6,4,5,3,4,8,90.08
3,8,4,8,4,8,4,6,6,5,5,8,8,5,3,5,6,4,5,4,91.28
4,5,8,4,5,8,8,3,6,3,5,8,4,4,8,8,8,3,5,6,90.8
8,5,5,3,5,4,5,6,6,5,8,8,4,3,3,4,4,8,6,3,89.96
3,3,3,8,5,8,4,3,6,6,5,4,5,6,4,3,8,8,3,8,90.03999999999999
4,8,8,5,4,6,6,5,6,3,4,4,6,5,5,4,8,6,5,3,90.2
5,3,3,8,8,8,4,6,8,3,6,8,6,6,6,5,4,8,5,8,90.28
4,4,3,3,3,3,8,3,4,4,3,6,4,8,5,5,4,8,8,6,89.4
5,6,6,6,4,8,4,5,8,6,4,4,4,4,6,4,3,5,5,3,90.34
6,4,8,3,5,3,5,6,6,3,6,8,6,3,8,6,4,5,8,3,90.8
4,5,8,4,5,6,5,5,6,6,3,6,5,6,8,5,5,6,3,5,89.86
5,5,6,3,3,8,3,4,4,3,3,5,3,4,8,4,4,3,8,4,89.72
5,8,4,8,6,4,8,5,5,3,5,8,3,6,8,4,8,4,6,5,91.42
6,4,4,8,3,5,6,5,8,5,3,4,4,3,6,6,5,8,8,4,90.08
6,8,3,4,6,6,4,4,4,4,6,4,4,3,6,3,4,5,3,8,91.03999999999999
5,4,3,4,8,8,6,8,4,5,5,8,5,3,5,6,3,5,3,5,90.24
3,3,5,6,3,3,5,5,4,5,5,6,4,8,4,3,4,6,5,8,89.8
8,4,5,5,5,4,3,4,6,8,6,5,4,4,8,3,3,3,3,5,91.02
6,5,6,4,8,8,6,8,3,5,4,3,5,8,3,5,4,8,4,4,90.02
5,5,4,5,6,6,5,3,4,5,5,5,3,8,8,8,3,8,4,5,90.4
4,8,6,5,3,4,6,3,3,3,3,8,8,5,6,6,4,8,3,5,91.16
4,8,6,8,4,6,6,3,4,3,3,3,3,3,8,4,3,8,3,3,90.08
5,3,8,6,3,5,6,8,3,3,4,6,4,8,6,6,6,4,8,5,91.8
4,3,4,3,4,5,3,6,6,8,6,3,6,3,8,8,5,3,8,3,91.3
4,5,4,4,8,8,3,4,3,5,4,6,4,4,6,5,8,3,5,6,89.9
8,5,4,4,8,4,4,4,8,6,6,6,3,8,8,6,3,8,4,6,90.22
6,6,5,8,3,6,8,4,6,4,3,5,3,3,5,4,4,6,6,6,90.7
8,5,4,5,3,5,3,3,8,5,8,6,6,8,3,6,3,8,6,4,90.06
4,8,6,8,5,4,6,6,3,8,5,6,3,5,6,8,8,5,3,4,90.75999999999999
8,6,4,8,5,5,8,3,3,3,5,3,6,5,4,4,5,4,3,5,90.0
8,3,3,5,4,8,4,8,5,5,3,8,4,3,8,4,8,8,4,6,90.58
3,4,6,6,4,4,3,4,3,8,4,3,4,4,3,5,6,4,6,3,89.8
6,3,4,3,3,4,5,3,8,5,8,4,3,6,4,6,6,3,6,8,90.32
4,5,8,4,3,8,8,3,4,5,4,3,5,8,5,3,8,3,4,8,89.78
5,4,4,3,8,6,8,6,5,6,6,8,8,6,5,3,6,6,3,5,90.36
5,6,3,4,8,6,3,5,8,4,4,6,5,8,4,5,5,4,3,3,90.44
4,3,3,5,6,6,4,4,4,3,4,4,4,6,8,8,6,8,4,5,90.12
4,5,3,3,3,4,4,3,8,8,3,8,5,8,3,5,3,3,8,4,89.02
3,5,3,8,4,6,8,8,3,5,4,4,8,6,6,3,5,4,3,5,89.5
3,3,3,5,8,4,4,3,6,3,3,8,5,8,8,4,8,3,5,5,89.5
6,5,5,3,3,8,5,8,3,6,8,6,3,6,3,4,3,6,5,8,89.26
3,3,3,6,3,5,6,3,8,3,3,6,3,6,5,6,3,8,8,4,89.44
4,5,4,6,6,3,6,3,3,5,4,4,8,8,6,3,8,4,8,4,90.56
8,3,8,6,4,4,5,4,5,5,5,3,5,3,3,6,8,5,6,3,89.82
5,8,8,3,3,8,6,6,4,3,6,8,3,4,6,4,4,5,4,4,90.58
4,8,5,5,8,6,4,3,4,5,4,4,6,5,6,3,5,5,3,5,90.22
5,6,4,4,6,4,5,6,4,5,5,8,5,8,5,4,8,3,6,8,90.58
8,8,5,8,5,6,5,6,8,6,4,5,8,6,5,8,3,8,6,4,90.5
5,8,4,8,6,4,4,6,5,8,4,5,6,4,6,4,6,6,5,6,90.97999999999999
6,5,4,8,3,6,6,8,6,8,6,3,5,3,4,3,3,3,3,5,90.78
5,3,3,6,4,3,6,5,8,3,6,8,4,3,3,4,8,3,5,3,89.75999999999999
3,6,8,5,6,4,8,5,6,5,4,6,5,5,5,5,5,6,6,5,90.28
3,4,4,3,6,3,8,4,8,5,4,6,3,3,6,8,8,6,5,4,89.92
3,3,8,5,5,8,8,4,4,8,8,5,4,4,5,5,6,8,8,5,90.3
6,5,5,6,5,5,8,3,4,4,3,8,4,3,3,6,5,3,8,5,90.96
4,8,6,4,3,8,5,6,3,6,6,8,8,3,5,5,8,3,3,4,89.9
5,3,6,8,8,6,6,8,6,5,8,3,8,8,6,8,3,4,4,4,90.48
8,8,5,6,8,3,3,8,6,4,8,6,4,5,8,3,5,4,3,8,90.9
6,3,5,3,3,6,8,4,6,4,5,4,6,8,6,4,6,5,4,3,90.75999999999999
6,5,5,3,3,6,5,6,3,6,8,3,6,6,8,5,6,5,8,8,90.82000000000001
4,3,5,5,6,3,4,8,3,3,6,4,5,6,4,3,8,4,6,5,90.4
4,3,6,8,8,5,5,8,3,8,8,5,4,8,3,6,8,3,3,3,90.14
6,8,6,6,8,5,6,4,8,3,4,4,6,5,8,3,4,3,5,4,90.56
4,6,4,6,8,4,8,5,8,3,3,3,6,5,5,3,5,5,4,6,90.02
4,5,3,5,4,5,6,4,6,3,8,4,3,3,4,6,3,5,8,6,90.03999999999999
3,6,3,8,6,3,4,8,5,6,6,8,5,5,6,8,5,3,3,5,90.25999999999999
6,4,5,4,8,4,5,6,4,8,4,4,4,3,4,4,4,5,8,5,90.92
6,4,3,4,6,6,4,6,4,3,5,8,4,5,4,8,3,6,4,6,89.7
5,8,6,8,5,5,6,8,5,4,8,5,8,4,4,5,8,6,3,3,90.44
6,3,5,4,4,4,3,4,6,8,3,8,3,4,4,4,4,8,4,3,90.96
3,5,3,3,4,3,6,6,6,8,6,3,3,8,8,4,6,6,4,6,89.28
6,6,5,5,4,4,5,3,6,3,4,8,4,3,6,5,8,5,4,6,90.92
5,5,8,8,4,4,5,8,5,8,6,8,8,8,4,4,4,8,3,3,91.28
4,4,5,4,8,4,6,5,3,4,5,5,3,6,8,8,5,6,5,4,90.03999999999999
8,6,3,4,8,8,4,8,5,8,5,3,6,4,5,6,4,3,5,3,90.36
5,3,5,8,6,8,6,8,8,5,8,5,4,8,8,3,3,5,6,6,90.25999999999999
3,4,8,5,6,3,4,4,5,4,4,5,6,4,5,5,3,5,6,3,90.14
3,5,4,3,4,3,3,6,5,5,5,3,3,4,6,4,8,3,3,5,89.56
6,3,4,6,3,8,4,8,5,3,5,6,3,6,6,5,5,5,8,3,89.68
3,3,6,3,8,5,8,6,3,5,4,5,5,5,3,8,4,6,6,3,89.9
8,8,8,5,6,4,5,5,3,4,3,8,6,3,4,4,5,4,4,3,90.06
4,4,5,8,3,3,4,5,8,5,5,6,3,4,5,4,6,4,3,3,90.22
4,5,5,4,5,6,8,8,3,4,8,3,6,5,3,4,8,5,4,4,90.3
3,8,3,6,6,3,4,4,3,3,6,4,8,5,8,4,3,3,4,5,90.10000000000001
3,3,4,6,8,3,4,5,5,4,4,3,5,3,6,6,8,6,4,4,89.32
3,5,5,4,8,3,3,6,6,3,6,4,3,5,6,5,5,3,8,5,89.48
8,4,3,6,4,5,3,6,5,4,5,6,5,8,6,5,5,3,5,3,90.56
6,3,3,3,6,3,8,3,3,8,4,8,3,8,6,5,3,8,8,4,90.10000000000001
8,8,6,6,3,3,4,5,5,4,8,3,3,3,3,5,3,4,6,6,90.38000000000001
6,5,4,8,3,3,8,8,4,4,6,3,4,5,3,5,3,6,4,5,89.60000000000001
5,6,6,3,5,5,3,8,3,6,4,3,8,5,5,4,8,6,6,5,90.38000000000001
5,6,3,6,3,5,4,8,4,8,5,4,3,4,3,6,4,6,6,8,90.72
3,8,3,5,3,4,4,5,8,5,4,8,3,5,5,4,4,8,5,4,89.92
8,3,4,4,8,3,6,8,3,4,3,4,8,6,5,4,8,8,5,6,90.22
4,5,4,3,4,3,6,6,3,4,4,3,8,8,8,4,4,6,5,3,91.08000000000001
5,5,3,4,5,4,4,3,8,6,6,8,6,8,6,3,5,8,4,4,90.97999999999999
3,5,3,6,6,5,6,5,5,8,4,3,5,5,8,8,5,8,3,8,89.74
5,8,6,4,5,6,6,5,3,6,5,4,4,8,6,8,6,6,5,8,90.9
6,6,3,5,4,3,8,3,5,6,8,6,4,8,4,3,6,4,5,4,89.56
8,4,8,8,6,3,6,4,5,5,5,5,8,8,3,4,6,6,8,5,91.38
4,4,4,8,8,6,6,8,3,3,5,4,6,3,5,6,3,5,5,3,90.64
8,4,3,5,3,6,3,3,4,6,8,8,8,8,6,4,6,3,5,5,90.9
6,5,8,5,5,5,3,3,3,4,3,3,8,8,4,8,4,8,5,5,91.02
3,5,8,4,8,5,8,5,4,4,3,6,3,3,3,3,6,4,4,3,90.18
8,4,3,4,3,3,8,3,5,5,8,4,5,4,3,6,6,3,8,4,89.12
5,6,4,5,4,3,4,6,6,4,4,6,8,6,3,6,8,4,3,8,91.06
8,6,4,8,3,6,8,8,6,6,3,6,5,8,8,5,6,4,6,3,90.86
3,8,8,8,4,6,4,6,3,5,8,5,3,4,5,3,3,5,4,5,90.46
4,3,6,4,6,5,5,4,4,8,6,3,8,5,4,3,8,8,8,6,90.68
5,3,5,3,8,8,5,6,4,8,3,6,5,4,6,4,6,3,8,6,90.56
8,3,3,4,3,4,3,8,8,4,8,8,6,6,8,8,3,3,3,4,89.12
8,5,5,4,3,4,8,4,3,6,6,6,5,4,6,5,5,5,4,4,91.3
4,3,5,6,3,4,6,6,8,6,8,6,5,3,3,5,5,5,5,5,90.4
3,4,4,4,5,8,3,8,5,4,3,6,6,6,5,4,6,3,5,4,90.25999999999999
3,8,5,5,8,6,6,8,5,5,8,3,4,8,5,4,5,5,4,5,90.28
4,3,6,5,3,8,3,6,8,3,6,3,3,6,6,6,5,8,5,6,90.46
6,6,6,5,8,6,3,8,4,8,3,4,6,6,6,4,5,3,5,4,91.16
8,5,8,5,8,3,5,8,3,6,5,4,8,3,8,6,3,6,5,6,90.64
8,5,5,4,5,5,8,3,4,5,4,6,3,5,3,6,6,4,4,5,90.9
4,8,5,6,8,6,5,8,4,4,8,3,4,8,4,8,3,8,6,8,91.0
5,8,8,8,4,3,5,5,8,6,5,5,4,4,8,3,6,3,4,8,90.75999999999999
3,3,3,4,5,8,5,5,5,5,4,6,3,4,8,5,5,8,5,3,90.18
6,8,4,4,3,8,8,4,3,8,5,4,3,5,3,5,3,5,6,4,90.56
5,8,3,3,5,8,6,4,8,4,3,8,8,5,3,6,3,6,5,6,89.74
5,6,4,4,8,5,6,3,8,8,8,6,4,3,3,4,8,4,3,5,89.24
6,3,8,6,5,5,5,5,4,5,5,8,6,8,8,8,8,6,3,6,91.17999999999999
3,6,4,6,6,3,6,4,4,8,5,6,6,6,4,6,8,6,3,5,90.24
6,8,4,5,5,8,5,8,8,8,3,4,5,8,8,3,8,6,6,4,90.62
8,3,5,4,8,5,3,4,6,8,5,3,4,5,6,4,8,3,8,5,90.06
4,3,6,5,4,5,3,5,6,5,3,3,6,5,4,4,6,6,8,8,90.4
8,6,8,6,3,5,5,8,8,4,8,4,3,5,4,5,4,3,4,5,89.98
8,6,8,6,3,5,6,5,6,4,6,3,5,3,8,6,5,6,5,8,90.9
5,8,4,8,4,3,5,6,3,4,8,3,6,5,4,5,6,4,3,3,91.08000000000001
3,4,8,4,8,8,5,8,5,6,8,4,6,3,5,4,3,5,5,4,90.08
4,6,3,8,4,3,5,6,4,5,3,4,6,5,4,6,5,6,4,3,89.58
3,4,8,8,8,5,6,6,3,6,6,6,4,3,3,8,6,8,4,4,89.92
8,5,6,4,3,8,6,4,8,8,6,5,3,5,3,3,6,5,5,5,91.10000000000001
8,4,8,3,3,8,3,5,4,5,5,8,5,6,6,4,5,5,4,3,90.22
4,3,4,4,4,8,6,6,3,3,4,6,3,5,5,5,4,5,6,8,90.16
8,5,8,4,4,4,5,6,6,6,8,3,3,5,4,6,6,8,8,3,90.8
8,5,5,4,6,4,8,5,5,8,3,6,4,8,4,5,8,4,6,3,90.32
5,6,8,3,6,5,5,6,4,5,8,4,8,8,4,6,5,5,4,5,91.88000000000001
5,4,3,6,3,4,4,5,6,8,8,4,8,8,6,6,4,4,6,6,90.38000000000001
5,5,4,4,5,6,5,8,6,3,8,8,6,4,5,3,8,8,6,8,91.16
6,5,4,4,8,3,6,3,8,4,6,4,6,8,4,3,8,3,5,6,90.88000000000001
3,5,6,5,5,3,4,8,5,4,4,4,8,3,3,8,8,3,3,8,89.96
5,3,4,8,5,4,8,5,8,3,4,5,4,6,8,5,3,5,6,4,91.02
3,6,6,5,4,5,6,5,3,4,6,5,4,8,3,6,3,3,8,6,90.53999999999999
4,8,4,3,4,8,5,8,5,4,4,6,5,5,4,3,3,3,6,4,90.86
3,6,4,8,6,4,3,5,5,3,5,8,8,6,3,8,8,6,3,5,89.9
3,5,3,6,5,3,6,3,8,5,3,4,4,4,5,3,5,3,4,3,90.2
4,6,5,6,4,3,6,4,6,6,4,6,8,8,4,5,5,4,6,8,90.62
6,8,3,5,4,8,3,8,6,6,6,4,6,6,4,5,6,5,5,4,89.58
8,8,5,5,5,6,5,4,8,6,4,3,6,6,6,6,5,3,8,4,91.10000000000001
3,4,6,6,4,5,5,8,3,3,4,3,8,6,3,8,8,4,4,3,90.60000000000001
8,5,8,6,5,5,6,8,3,8,4,6,3,8,5,8,4,6,5,5,90.68
3,6,3,4,4,4,3,8,4,6,4,3,6,5,8,8,4,4,5,3,89.74
8,8,4,5,6,3,3,6,4,4,8,5,6,3,5,5,3,4,8,6,90.4
4,6,6,3,4,3,6,5,8,3,8,8,6,5,3,5,6,5,8,3,89.7
8,5,4,4,3,3,6,8,5,3,4,5,3,8,8,5,4,3,3,8,90.02
4,4,3,6,8,4,5,8,3,8,6,4,8,5,6,4,6,8,5,8,90.64
8,8,3,5,8,3,4,5,4,5,6,8,8,3,3,6,6,6,3,5,90.72
5,8,5,6,6,3,6,5,6,3,8,3,6,5,6,3,4,3,5,4,90.94
6,5,5,8,5,5,3,6,6,3,6,3,4,8,4,3,5,3,5,6,90.44
6,5,5,4,5,4,5,3,5,5,8,5,6,3,6,6,5,3,3,5,90.16
3,3,8,8,3,8,8,4,5,3,3,5,5,5,6,8,3,4,4,6,90.16
4,5,6,8,8,8,4,5,5,5,3,3,6,6,8,4,4,6,6,8,90.4
3,8,8,4,4,8,6,4,5,3,6,8,3,4,8,4,5,4,5,8,90.14
5,3,5,6,4,6,4,3,6,6,8,5,4,6,5,3,4,4,5,8,90.3
3,8,5,4,3,6,4,8,8,8,3,8,6,8,5,6,6,3,5,4,89.84
8,8,8,5,6,8,5,6,5,8,5,3,8,6,3,5,4,4,6,8,89.96
3,5,8,5,4,5,5,4,4,5,6,8,5,3,5,6,6,5,4,3,90.3
5,8,5,6,4,4,6,5,6,6,4,3,5,8,5,8,5,5,4,6,89.28
8,6,8,6,4,3,3,3,3,6,4,3,6,3,5,6,5,3,4,3,89.82
4,8,4,5,6,3,4,8,8,5,4,8,3,5,5,8,5,6,5,5,90.86
3,4,8,3,4,8,5,6,3,4,8,4,3,3,8,5,5,3,6,8,89.42
8,4,4,5,4,4,5,4,3,8,4,5,6,4,3,3,4,4,3,5,90.52
8,4,8,3,5,8,4,4,6,5,3,5,3,5,5,8,6,3,4,4,89.75999999999999
4,5,6,6,3,4,5,4,4,3,3,5,8,5,3,6,8,5,8,4,89.98
5,6,4,5,6,3,8,6,4,3,5,5,6,3,3,5,6,3,3,4,89.56
6,5,8,6,4,5,8,6,6,3,5,4,6,3,8,4,4,5,6,8,90.0
6,4,8,6,5,6,6,6,8,8,5,8,8,6,6,3,3,4,5,8,90.58
6,6,6,8,4,3,3,3,8,3,3,8,4,8,6,3,6,6,5,3,90.06
5,5,5,4,5,5,6,6,6,6,5,6,8,3,8,4,4,3,8,4,90.8
5,5,5,3,8,6,3,5,4,5,5,4,3,4,6,6,8,4,4,3,90.46
3,6,8,4,5,6,4,4,5,3,5,3,6,8,3,3,3,4,3,3,89.64
5,3,8,4,5,5,5,4,6,3,8,3,8,4,3,6,6,6,3,4,90.36
6,4,4,4,5,5,8,5,8,8,6,8,5,6,6,3,4,4,4,3,90.96
4,8,5,4,5,8,5,6,3,4,5,5,6,5,8,5,5,3,8,5,90.75999999999999
5,8,8,4,6,6,6,8,4,5,6,5,6,4,6,3,6,8,4,4,90.08
5,6,6,8,8,5,4,3,3,4,3,6,8,6,6,3,6,5,5,8,90.58
5,8,5,6,3,5,6,6,3,6,4,4,3,8,5,5,5,3,6,4,90.12
5,8,8,4,8,3,6,5,5,8,3,8,6,6,8,4,4,8,5,6,91.38
3,3,8,5,5,3,4,6,5,6,8,8,6,6,5,6,5,3,4,5,90.48
4,6,3,4,4,8,8,8,4,3,6,3,3,4,6,6,5,3,3,4,89.75999999999999
3,5,6,6,6,3,4,5,5,6,6,5,4,3,5,6,8,4,3,8,90.86
3,3,3,3,5,3,3,8,8,3,6,8,4,5,4,3,6,8,5,3,89.92
6,3,4,4,4,4,8,3,5,3,8,3,8,6,8,8,3,6,3,3,90.52
4,4,6,6,8,4,6,5,5,4,3,8,3,8,3,4,3,4,6,3,89.98
6,3,8,6,4,6,8,5,3,6,4,5,3,4,8,6,3,4,8,5,90.5
8,3,5,8,3,3,4,5,5,6,5,5,5,4,8,6,4,3,6,5,90.36
3,4,6,6,8,8,6,5,8,5,6,4,8,6,3,6,4,8,5,6,90.12
3,6,3,5,4,8,8,4,5,3,4,5,4,6,5,3,8,6,5,5,90.34
8,3,5,4,3,5,5,6,6,4,6,6,4,5,3,6,5,8,3,3,89.66
4,4,8,5,4,8,8,3,4,3,4,3,4,6,8,4,6,8,5,3,90.7
5,3,4,4,4,4,5,3,6,4,5,6,4,6,6,4,6,6,4,4,90.16
5,6,4,8,4,3,6,8,6,4,4,6,5,5,6,5,8,4,6,5,90.38000000000001
8,3,6,8,5,3,4,3,6,6,6,6,8,5,4,4,5,6,4,6,90.36
8,3,5,5,5,6,8,5,4,6,6,8,8,5,3,6,8,4,5,8,89.8
4,8,3,6,8,3,6,6,3,4,5,4,6,5,5,5,3,8,4,5,90.48
3,3,3,8,5,8,8,4,4,6,3,4,5,3,3,8,8,6,8,5,90.75999999999999
8,8,6,8,5,3,6,5,8,8,5,3,8,3,3,5,6,8,3,8,90.7
6,8,4,8,8,5,6,6,8,5,3,4,5,3,5,4,4,5,3,8,90.8
3,5,8,8,4,6,4,4,5,5,6,4,6,4,6,4,4,8,4,5,89.94
5,5,4,4,6,3,5,6,3,3,8,3,5,4,8,4,8,3,3,3,90.44
3,8,4,8,6,3,5,6,4,6,6,8,6,5,3,5,5,6,5,8,90.22
6,6,8,5,3,8,8,4,4,4,6,8,5,8,5,6,6,8,3,6,90.42
4,8,8,5,4,4,3,8,5,5,6,8,4,6,3,5,6,8,6,4,90.9
6,3,8,5,8,5,6,6,4,4,4,6,4,4,3,5,5,4,4,5,90.5
8,8,5,3,3,3,8,4,6,6,8,3,8,6,5,4,6,5,6,3,91.9
8,4,6,3,8,4,5,5,6,5,5,6,5,5,6,4,5,3,8,3,91.28
8,6,4,8,6,5,4,8,6,6,8,4,8,4,4,3,5,4,8,3,90.92
5,6,6,8,5,3,3,5,3,4,4,8,3,4,5,3,6,5,5,6,90.36
8,4,3,3,6,4,3,4,6,4,8,5,8,6,4,3,5,5,4,8,91.02
6,5,4,6,3,3,8,4,8,8,4,8,3,6,5,8,4,3,6,4,90.44
6,4,8,6,8,3,8,6,8,3,4,5,5,8,6,3,4,4,6,4,90.32
3,4,5,6,4,4,8,3,8,3,3,8,6,6,6,3,4,8,5,6,89.75999999999999
5,4,8,3,3,8,3,3,6,4,4,5,5,6,4,4,5,4,6,5,91.14
3,6,6,6,5,3,5,8,6,5,3,3,3,8,5,8,6,6,3,8,90.0
5,8,5,5,4,4,5,8,4,3,4,8,6,4,8,5,8,5,8,6,90.3
8,6,4,8,3,8,4,8,6,8,6,6,8,4,6,6,8,4,6,3,91.17999999999999
3,8,6,3,6,5,3,4,5,5,6,8,8,4,8,5,5,8,8,5,90.74
8,6,8,6,4,3,3,3,4,8,8,5,4,8,5,8,5,6,4,3,90.86
4,6,8,3,4,6,4,6,3,3,8,4,8,5,3,3,3,3,4,3,90.10000000000001
8,3,3,8,5,3,6,3,5,6,8,8,6,6,3,4,3,4,5,6,89.96
5,8,6,5,6,5,5,3,4,5,3,6,3,4,5,5,6,4,3,6,90.38000000000001
8,5,5,3,5,8,6,8,8,4,3,4,8,5,5,6,5,6,6,5,90.28
6,4,5,3,3,8,6,4,6,6,3,3,4,8,5,4,6,5,5,3,90.75999999999999
3,8,6,8,5,5,3,3,8,8,8,3,4,3,8,6,8,3,8,5,90.25999999999999
3,8,5,6,8,5,5,5,4,8,5,3,4,3,3,6,5,3,6,3,90.12
8,4,8,3,5,5,6,4,6,6,8,5,6,3,3,4,6,6,6,6,90.34
6,8,5,8,5,5,8,3,8,4,6,4,6,8,5,4,8,4,6,3,90.56
4,6,8,3,8,8,8,6,4,4,5,6,3,3,5,4,3,5,5,4,90.78
6,4,6,5,8,4,4,5,6,5,8,3,4,3,6,3,5,8,3,5,90.32
